English,ENG 0711 (802),Introduction to Academic Discourse ESL,4,MWF 10:00-11:20,"Keefe, K.",40536,,41,,Class Info
English,ENG 0711 (803),Introduction to Academic Discourse ESL,4,TTh 17:30-19:30,"Brown, A.",40537,,41,,Class Info
English,ENG 0802 (801),Analytical Reading and Writing,4,MWF 10:00-11:20,"Ahn, S.",40585,GW,1002,,Class Info
English,ENG 0802 (802),Analytical Reading and Writing,4,TTh 17:30-19:30,"Chozick, M.",40586,GW,1002,,Class Info
English,ENG 0802 (803),Analytical Reading and Writing,4,TTh 8:10-10:10,"Arnold, S.",40587,GW,1002,,Class Info
English,ENG 0802 (804),Analytical Reading and Writing,4,TTh 13:40-15:40,"Arnold, S.",40588,GW,1002,,Class Info
English,ENG 0802 (805),Analytical Reading and Writing,4,MWF 18:00-19:20,"Chambers, J.",42915,GW,1002,,Class Info
English,ENG 0812 (801),Analytical Reading and Writing: ESL,4,MWF 12:40-14:00,"Ahn, S.",40538,GW,1012,,Class Info
English,ENG 0812 (802),Analytical Reading and Writing: ESL,4,MWF 8:30-9:50,"Derr, J.",40539,GW,1012,,Class Info
English,ENG 0812 (803),Analytical Reading and Writing: ESL,4,MWF 12:40-14:00,"Chambers, J.",40540,GW,1012,,Class Info
English,ENG 0812 (804),Analytical Reading and Writing: ESL,4,MWF 15:20-16:40,"Chambers, J.",40541,GW,1012,,Class Info
English,ENG 0812 (805),Analytical Reading and Writing: ESL,4,MWF 12:40-14:00,"Keefe, K.",40542,GW,1012,,Class Info
English,ENG 0812 (806),Analytical Reading and Writing: ESL,4,MWF 15:20-16:40,"Keefe, K.",40543,GW,1012,,Class Info
English,ENG 0812 (807),Analytical Reading and Writing: ESL,4,TTh 13:40-15:40,"Mian, S.",40971,GW,1012,,Class Info
English,ENG 0834 (801),Representing Race,3,TTh 8:40-10:10,"Mackin, Z.",40974,GD,1063,,Class Info
English,ENG 0837 (801),Eating Cultures,3,MWF 8:50-9:50,"Karp, B.",40956,GB,C065,,Class Info
English,ENG 0855 (801),Why Care about College: Higher Education in American Life,3,MWF 15:20-16:20,"Nelson, R.",40954,GU,,,Class Info
English,ENG 0868 (801),World Society in Literature & Film,3,TTh 13:40-15:40,"Rosenkjar, P.",40976,GG,60,Notes: Extended class (screening) time is required.,Class Info
English,ENG 2007 (801),Writing for Business and Industry,3,MWF 14:10-15:10,"Smith, C.",40831,,,,Class Info
